"name","alt.name","venue"
"Endeavor SA Red B04","Endeavour Soccer Academy Boys '04 Allred","PSPL-Inland Copa 1 West U13"
"Endeavor SA Red B04","Endeavour Soccer Academy Boys '04 Allred","Spr PSPL SuperLeague East U13"
"Endeavor SA Red B04","ENDEAVOUR SOCCER ACADEMY BOYS '04 (WA)","WA Cup Boys U13 Gold U13"
"EPIC B04","EPIC","Skagit Firecracker Gold U13"
"ETFC Santos Black B04","ETFC U13 SANTOS BLACK (OR)","Bend Premier Cup Fanendo Adi (Gold) Division U13"
"ETFC Santos Black B04","ETFC BU13 Santos Black","Portland Cup U13"
"ETFC Santos Black B04","ETFC 04B Santos Black","PTT B04 Premier"
"ETFC Santos Black B04","ETFC Santos Black","Beaverton Cup BU13 Gold"
"ETFC Santos Black B04","ETFC 04B Santos Black","Spr OYS B04 Premier White"
"ETFC Santos Black B04","ETFC 04B Santos Black","OYS State Cup B04"
"ETFC Santos Red B04","EUGENE TIMBERS FUTBOL ETFC04B SANTOS RED (OR)","Bend Premier Cup Jack McInerney (Silver) Division U13"
"ETFC Santos Red B04","ETFC 04B Santos Red","PTT B04 Division 1 White"
"ETFC Santos Red B04","ETFC Santos Red","Capital Cup BU13 Silver"
"ETFC Santos Red B04","ETFC 04B Santos Red","OYS Presidents Cup B04"
"ETFC Santos Red B04","ETFC 04B Santos Red","Spr OYS B04 Division 1 Green"
"FC Bellevue B04","F.C. Bellevue FC Bellevue Boys 04","PSPL Classic 2 Blue U13"
"FC Bellevue B04","FC Bellevue B04-05","Xtreme Cup BU13 Bronze"
"FC Edmonds Force B04","FC EDMONDS FORCE B04 (WA)","Bend Premier Cup Fanendo Adi (Gold) Division U13"
"FC Edmonds Force B04","FC EDMONDS FORCE B04 (WA)","Nike Crossfire Challenge Gold Group U13"
"FC Edmonds Force B04","FC Edmonds Force","PSPL WSPL 1 U13"
